track_name,artist_name,album_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,release_year
Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4,84,1976
Take It Easy - 2013 Remaster,Eagles,Eagles (2013 Remaster),4yugZvBYaoREkJKtbG08Qr,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,audio_features,4yugZvBYaoREkJKtbG08Qr,spotify:track:4yugZvBYaoREkJKtbG08Qr,https://api.spotify.com/v1/tracks/4yugZvBYaoREkJKtbG08Qr,https://api.spotify.com/v1/audio-analysis/4yugZvBYaoREkJKtbG08Qr,211578,4,80,1972
One of These Nights - 2013 Remaster,Eagles,One of These Nights (2013 Remaster),608xszaAxVh4m7NcKJiAbF,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,audio_features,608xszaAxVh4m7NcKJiAbF,spotify:track:608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/tracks/608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/audio-analysis/608xszaAxVh4m7NcKJiAbF,291686,4,74,1975
Life in the Fast Lane - 2013 Remaster,Eagles,Hotel California (2013 Remaster),6gXrEUzibufX9xYPk3HD5p,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,audio_features,6gXrEUzibufX9xYPk3HD5p,spotify:track:6gXrEUzibufX9xYPk3HD5p,https://api.spotify.com/v1/tracks/6gXrEUzibufX9xYPk3HD5p,https://api.spotify.com/v1/audio-analysis/6gXrEUzibufX9xYPk3HD5p,286220,4,72,1976
Tequila Sunrise - 2013 Remaster,Eagles,Desperado (2013 Remaster),1WYokrkFOb9TFVuTrmxTTt,0.632,0.397,7,-12.855,1,0.0265,0.536,0.0421,0.106,0.731,110.578,audio_features,1WYokrkFOb9TFVuTrmxTTt,spotify:track:1WYokrkFOb9TFVuTrmxTTt,https://api.spotify.com/v1/tracks/1WYokrkFOb9TFVuTrmxTTt,https://api.spotify.com/v1/audio-analysis/1WYokrkFOb9TFVuTrmxTTt,173057,4,70,1973
Peaceful Easy Feeling - 2013 Remaster,Eagles,Eagles (2013 Remaster),40h65HAR8COEoqkMwUUQHu,0.568,0.634,4,-12.336,1,0.0282,0.494,0.00281,0.252,0.866,142.686,audio_features,40h65HAR8COEoqkMwUUQHu,spotify:track:40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/tracks/40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/audio-analysis/40h65HAR8COEoqkMwUUQHu,257963,4,70,1972
Love Will Keep Us Alive,Eagles,Hell Freezes Over (Remaster 2018),7bJSiwLFnhoO7g83bWkCtA,0.658,0.374,9,-11.684,1,0.026,0.721,1.28e-05,0.112,0.367,98.892,audio_features,7bJSiwLFnhoO7g83bWkCtA,spotify:track:7bJSiwLFnhoO7g83bWkCtA,https://api.spotify.com/v1/tracks/7bJSiwLFnhoO7g83bWkCtA,https://api.spotify.com/v1/audio-analysis/7bJSiwLFnhoO7g83bWkCtA,243453,4,69,1994
Lyin' Eyes - 2013 Remaster,Eagles,One of These Nights (2013 Remaster),5lQKRR3MdJLtAwNBiT8Cq0,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,audio_features,5lQKRR3MdJLtAwNBiT8Cq0,spotify:track:5lQKRR3MdJLtAwNBiT8Cq0,https://api.spotify.com/v1/tracks/5lQKRR3MdJLtAwNBiT8Cq0,https://api.spotify.com/v1/audio-analysis/5lQKRR3MdJLtAwNBiT8Cq0,381999,4,68,1975
Desperado - 2013 Remaster,Eagles,Desperado (2013 Remaster),2TjnCxxQRYn56Ye8gkUKiW,0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3,audio_features,2TjnCxxQRYn56Ye8gkUKiW,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/tracks/2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/audio-analysis/2TjnCxxQRYn56Ye8gkUKiW,213713,4,68,1973
New Kid in Town - 2013 Remaster,Eagles,Hotel California (2013 Remaster),6Zyz8lsnMFpIrCTuvGurCB,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,6Zyz8lsnMFpIrCTuvGurCB,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/tracks/6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/audio-analysis/6Zyz8lsnMFpIrCTuvGurCB,304926,4,67,1976
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,"Coca Cola (From ""Luka Chuppi"")",352wEkChkiClswqwDoM0nj,0.722,0.867,0,-3.652,0,0.0904,0.121,0.0052,0.123,0.893,102.009,audio_features,352wEkChkiClswqwDoM0nj,spotify:track:352wEkChkiClswqwDoM0nj,https://api.spotify.com/v1/tracks/352wEkChkiClswqwDoM0nj,https://api.spotify.com/v1/audio-analysis/352wEkChkiClswqwDoM0nj,179225,4,66,2019
"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",Tony Kakkar,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",7ofWUKeNCUw1P64ArIwG9b,0.8,0.972,10,-2.053,0,0.0405,0.15,0.00337,0.351,0.694,110.054,audio_features,7ofWUKeNCUw1P64ArIwG9b,spotify:track:7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/tracks/7ofWUKeNCUw1P64ArIwG9b,https://api.spotify.com/v1/audio-analysis/7ofWUKeNCUw1P64ArIwG9b,177383,4,59,2019
Zindagi Bata De,Tony Kakkar,Meherbaan,7EEOuaVU4b3ktf4TEMDHxB,0.555,0.497,4,-6.58,1,0.155,0.462,0.0,0.143,0.152,94.84,audio_features,7EEOuaVU4b3ktf4TEMDHxB,spotify:track:7EEOuaVU4b3ktf4TEMDHxB,https://api.spotify.com/v1/tracks/7EEOuaVU4b3ktf4TEMDHxB,https://api.spotify.com/v1/audio-analysis/7EEOuaVU4b3ktf4TEMDHxB,155526,4,57,2023
Valentine's Mashup 2019,Tony Kakkar,Valentine's Mashup 2019,1MhHomaXgrPMBroXkpWSSa,0.595,0.61,7,-6.887,0,0.0499,0.332,2.14e-06,0.0628,0.314,97.974,audio_features,1MhHomaXgrPMBroXkpWSSa,spotify:track:1MhHomaXgrPMBroXkpWSSa,https://api.spotify.com/v1/tracks/1MhHomaXgrPMBroXkpWSSa,https://api.spotify.com/v1/audio-analysis/1MhHomaXgrPMBroXkpWSSa,212522,4,57,2019
Oh Humsafar,Tony Kakkar,Oh Humsafar,7Kfuk1S0nmjzRiAnezoC6j,0.61,0.577,8,-7.5,0,0.0404,0.29,1.23e-06,0.151,0.476,75.062,audio_features,7Kfuk1S0nmjzRiAnezoC6j,spotify:track:7Kfuk1S0nmjzRiAnezoC6j,https://api.spotify.com/v1/tracks/7Kfuk1S0nmjzRiAnezoC6j,https://api.spotify.com/v1/audio-analysis/7Kfuk1S0nmjzRiAnezoC6j,330320,4,52,2018
Goa Beach,Tony Kakkar,Goa Beach,4obyqyCX0Vx839PTsz1OGf,0.913,0.622,7,-7.178,1,0.177,0.125,0.0,0.0789,0.781,110.011,audio_features,4obyqyCX0Vx839PTsz1OGf,spotify:track:4obyqyCX0Vx839PTsz1OGf,https://api.spotify.com/v1/tracks/4obyqyCX0Vx839PTsz1OGf,https://api.spotify.com/v1/audio-analysis/4obyqyCX0Vx839PTsz1OGf,218520,4,54,2020
Kanta Laga,Tony Kakkar,Kanta Laga,1FLwFOt3pBEikXjtarBqmh,0.907,0.74,9,-5.059,0,0.0857,0.0214,0.00196,0.193,0.796,95.002,audio_features,1FLwFOt3pBEikXjtarBqmh,spotify:track:1FLwFOt3pBEikXjtarBqmh,https://api.spotify.com/v1/tracks/1FLwFOt3pBEikXjtarBqmh,https://api.spotify.com/v1/audio-analysis/1FLwFOt3pBEikXjtarBqmh,207084,4,53,2021
Baarish Ke Aane Se,Tony Kakkar,Baarish Ke Aane Se,7zkdhpXOGATPZDelzXE7ae,0.647,0.482,0,-5.922,0,0.0308,0.0399,0.000317,0.233,0.115,93.101,audio_features,7zkdhpXOGATPZDelzXE7ae,spotify:track:7zkdhpXOGATPZDelzXE7ae,https://api.spotify.com/v1/tracks/7zkdhpXOGATPZDelzXE7ae,https://api.spotify.com/v1/audio-analysis/7zkdhpXOGATPZDelzXE7ae,240146,4,52,2023
"Kamsin Kali (From ""LSD - 2"")",Tony Kakkar,"Kamsin Kali (From ""Lsd - 2"")",27PEukaf6TzL5BED4pjczc,0.929,0.636,9,-7.601,0,0.0589,0.501,0.0,0.0955,0.557,108.012,audio_features,27PEukaf6TzL5BED4pjczc,spotify:track:27PEukaf6TzL5BED4pjczc,https://api.spotify.com/v1/tracks/27PEukaf6TzL5BED4pjczc,https://api.spotify.com/v1/audio-analysis/27PEukaf6TzL5BED4pjczc,158056,4,36,2024
Saiyaan Dheere Dheere,Tony Kakkar,Saiyaan Dheere Dheere,6yQdyYfDSu6IPoi2vEGayZ,0.854,0.432,7,-10.129,1,0.0674,0.175,0.0,0.251,0.493,100.038,audio_features,6yQdyYfDSu6IPoi2vEGayZ,spotify:track:6yQdyYfDSu6IPoi2vEGayZ,https://api.spotify.com/v1/tracks/6yQdyYfDSu6IPoi2vEGayZ,https://api.spotify.com/v1/audio-analysis/6yQdyYfDSu6IPoi2vEGayZ,171083,4,48,2024
Perfect,Ed Sheeran,÷ (Deluxe),0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3,88,2017
Shape of You,Ed Sheeran,÷ (Deluxe),7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4,87,2017
Photograph,Ed Sheeran,x (Wembley Edition),6fxVffaTuwjgEk5h9QyRjy,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,6fxVffaTuwjgEk5h9QyRjy,spotify:track:6fxVffaTuwjgEk5h9QyRjy,https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy,https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy,258987,4,66,2013
Shivers,Ed Sheeran,=,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4,85,2021
Thinking out Loud,Ed Sheeran,x (Wembley Edition),1Slwb6dOYkBlWal1PGtnNg,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,1Slwb6dOYkBlWal1PGtnNg,spotify:track:1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,281560,4,65,2013
Bad Habits,Ed Sheeran,=,3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4,82,2021
Eyes Closed,Ed Sheeran,- (Deluxe),3p7XQpdt8Dr6oMXSvRZ9bg,0.793,0.52,11,-7.457,0,0.0696,0.246,0.0,0.0878,0.309,107.014,audio_features,3p7XQpdt8Dr6oMXSvRZ9bg,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/tracks/3p7XQpdt8Dr6oMXSvRZ9bg,https://api.spotify.com/v1/audio-analysis/3p7XQpdt8Dr6oMXSvRZ9bg,194926,4,80,2023
Bam Bam (feat. Ed Sheeran),Ed Sheeran,Familia,2DB4DdfCFMw1iaR6JaR03a,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,2DB4DdfCFMw1iaR6JaR03a,spotify:track:2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/tracks/2DB4DdfCFMw1iaR6JaR03a,https://api.spotify.com/v1/audio-analysis/2DB4DdfCFMw1iaR6JaR03a,206071,4,73,2022
Castle on the Hill,Ed Sheeran,÷ (Deluxe),6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,6PCUP3dWmTjcTtXY02oFdT,spotify:track:6PCUP3dWmTjcTtXY02oFdT,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,https://api.spotify.com/v1/audio-analysis/6PCUP3dWmTjcTtXY02oFdT,261154,4,80,2017
Galway Girl,Ed Sheeran,÷ (Deluxe),0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,audio_features,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4,80,2017
Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4,80,1991
Come As You Are,Nirvana,Nevermind (Remastered),4P5KoWXOxwuobLmHXLMobV,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,audio_features,4P5KoWXOxwuobLmHXLMobV,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV,https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV,218920,4,79,1991
About A Girl,Nirvana,Bleach,2SHTKB8YYlawTGIuJ2b2ok,0.413,0.875,6,-7.48,0,0.031,5.13e-06,0.00058,0.209,0.575,131.951,audio_features,2SHTKB8YYlawTGIuJ2b2ok,spotify:track:2SHTKB8YYlawTGIuJ2b2ok,https://api.spotify.com/v1/tracks/2SHTKB8YYlawTGIuJ2b2ok,https://api.spotify.com/v1/audio-analysis/2SHTKB8YYlawTGIuJ2b2ok,168429,4,80,1989
Heart-Shaped Box,Nirvana,In Utero (Deluxe Edition),11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,11LmqTE2naFULdEP94AUBa,spotify:track:11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,281160,4,81,1993
Lithium,Nirvana,Nevermind (Remastered),2YodwKJnbPyNKe8XXSE9V7,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,audio_features,2YodwKJnbPyNKe8XXSE9V7,spotify:track:2YodwKJnbPyNKe8XXSE9V7,https://api.spotify.com/v1/tracks/2YodwKJnbPyNKe8XXSE9V7,https://api.spotify.com/v1/audio-analysis/2YodwKJnbPyNKe8XXSE9V7,257053,4,73,1991
Dumb,Nirvana,In Utero,5gRcv46AMTrosmTOqrOV3Q,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,audio_features,5gRcv46AMTrosmTOqrOV3Q,spotify:track:5gRcv46AMTrosmTOqrOV3Q,https://api.spotify.com/v1/tracks/5gRcv46AMTrosmTOqrOV3Q,https://api.spotify.com/v1/audio-analysis/5gRcv46AMTrosmTOqrOV3Q,151893,4,78,1993
Something In The Way,Nirvana,Nevermind (Remastered),1nFtiJxYdhtFfFtfXBv06s,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,audio_features,1nFtiJxYdhtFfFtfXBv06s,spotify:track:1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/tracks/1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/audio-analysis/1nFtiJxYdhtFfFtfXBv06s,232147,4,71,1991
The Man Who Sold The World - Live,Nirvana,MTV Unplugged In New York,15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,audio_features,15VRO9CQwMpbqUYA7e6Hwg,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/tracks/15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/audio-analysis/15VRO9CQwMpbqUYA7e6Hwg,261093,4,77,1994
In Bloom,Nirvana,Nevermind (Remastered),30HCB1FoE77IfGRyNv4eFq,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,audio_features,30HCB1FoE77IfGRyNv4eFq,spotify:track:30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/tracks/30HCB1FoE77IfGRyNv4eFq,https://api.spotify.com/v1/audio-analysis/30HCB1FoE77IfGRyNv4eFq,255080,4,71,1991
All Apologies,Nirvana,In Utero,1Ic9pKxGSJGM0LKeqf6lGe,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,audio_features,1Ic9pKxGSJGM0LKeqf6lGe,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/tracks/1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/audio-analysis/1Ic9pKxGSJGM0LKeqf6lGe,233173,4,75,1993
Superhero (Heroes & Villains) [with Future & Chris Brown],Chris Brown,HEROES & VILLAINS,0vjeOZ3Ft5jvAi9SBFJm1j,0.526,0.606,5,-5.3,0,0.259,0.152,2.36e-06,0.194,0.492,116.622,audio_features,0vjeOZ3Ft5jvAi9SBFJm1j,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/tracks/0vjeOZ3Ft5jvAi9SBFJm1j,https://api.spotify.com/v1/audio-analysis/0vjeOZ3Ft5jvAi9SBFJm1j,182667,4,86,2022
Under The Influence,Chris Brown,Indigo (Extended),5IgjP7X4th6nMNDh4akUHb,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,audio_features,5IgjP7X4th6nMNDh4akUHb,spotify:track:5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/tracks/5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/audio-analysis/5IgjP7X4th6nMNDh4akUHb,184613,4,85,2019
Angel Numbers / Ten Toes,Chris Brown,11:11,3XqM8hLCEYlbnFjoWwqtFv,0.406,0.5,4,-8.452,0,0.0501,0.192,0.0,0.175,0.0905,157.984,audio_features,3XqM8hLCEYlbnFjoWwqtFv,spotify:track:3XqM8hLCEYlbnFjoWwqtFv,https://api.spotify.com/v1/tracks/3XqM8hLCEYlbnFjoWwqtFv,https://api.spotify.com/v1/audio-analysis/3XqM8hLCEYlbnFjoWwqtFv,306847,4,84,2023
Forever,Chris Brown,Forever,3NZJlJemX3mzjf56MqC5ML,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,audio_features,3NZJlJemX3mzjf56MqC5ML,spotify:track:3NZJlJemX3mzjf56MqC5ML,https://api.spotify.com/v1/tracks/3NZJlJemX3mzjf56MqC5ML,https://api.spotify.com/v1/audio-analysis/3NZJlJemX3mzjf56MqC5ML,278573,4,79,2008
No Guidance (feat. Drake),Chris Brown,Indigo,6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,audio_features,6XHVuErjQ4XNm6nDPVCxVX,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,260640,4,78,2019
Five More Hours,Chris Brown,Good Evening,3MOECVkNshqHYTPt5DZcdN,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4,74,2017
With You,Chris Brown,Exclusive (Expanded Edition),5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,audio_features,5Lgcn7u07bHuqbOtXkN62u,spotify:track:5Lgcn7u07bHuqbOtXkN62u,https://api.spotify.com/v1/tracks/5Lgcn7u07bHuqbOtXkN62u,https://api.spotify.com/v1/audio-analysis/5Lgcn7u07bHuqbOtXkN62u,252120,4,77,2007
Sensational (feat. Davido & Lojay),Chris Brown,11:11,44G2gUVQvNNZ6w3i05tR4n,0.774,0.609,6,-7.077,1,0.126,0.101,0.0,0.117,0.797,100.008,audio_features,44G2gUVQvNNZ6w3i05tR4n,spotify:track:44G2gUVQvNNZ6w3i05tR4n,https://api.spotify.com/v1/tracks/44G2gUVQvNNZ6w3i05tR4n,https://api.spotify.com/v1/audio-analysis/44G2gUVQvNNZ6w3i05tR4n,231109,4,73,2023
Loyal (feat. Lil Wayne & Tyga),Chris Brown,X (Expanded Edition),5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,audio_features,5BrTUo0xP1wKXLJWUaGFtk,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/tracks/5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/audio-analysis/5BrTUo0xP1wKXLJWUaGFtk,264947,4,76,2014
Go Crazy,Chris Brown,Slime & B,1IIKrJVP1C9N7iPtG6eOsK,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,audio_features,1IIKrJVP1C9N7iPtG6eOsK,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,https://api.spotify.com/v1/tracks/1IIKrJVP1C9N7iPtG6eOsK,https://api.spotify.com/v1/audio-analysis/1IIKrJVP1C9N7iPtG6eOsK,176960,4,75,2020
TEXAS HOLD 'EM,Beyoncé,COWBOY CARTER,7wLShogStyDeZvL0a6daN5,0.727,0.711,2,-6.549,1,0.078,0.582,0.0,0.158,0.375,110.012,audio_features,7wLShogStyDeZvL0a6daN5,spotify:track:7wLShogStyDeZvL0a6daN5,https://api.spotify.com/v1/tracks/7wLShogStyDeZvL0a6daN5,https://api.spotify.com/v1/audio-analysis/7wLShogStyDeZvL0a6daN5,233457,4,87,2024
II MOST WANTED,Beyoncé,COWBOY CARTER,6zuPQl2RVqQ4y5nAH61CFC,0.533,0.355,8,-6.132,1,0.0289,0.497,0.0,0.174,0.256,137.986,audio_features,6zuPQl2RVqQ4y5nAH61CFC,spotify:track:6zuPQl2RVqQ4y5nAH61CFC,https://api.spotify.com/v1/tracks/6zuPQl2RVqQ4y5nAH61CFC,https://api.spotify.com/v1/audio-analysis/6zuPQl2RVqQ4y5nAH61CFC,208521,4,77,2024
JOLENE,Beyoncé,COWBOY CARTER,1VxEaXbIq3xAvqh80xP67w,0.57,0.816,11,-5.378,0,0.153,0.574,0.0,0.737,0.844,106.152,audio_features,1VxEaXbIq3xAvqh80xP67w,spotify:track:1VxEaXbIq3xAvqh80xP67w,https://api.spotify.com/v1/tracks/1VxEaXbIq3xAvqh80xP67w,https://api.spotify.com/v1/audio-analysis/1VxEaXbIq3xAvqh80xP67w,189639,4,74,2024
BODYGUARD,Beyoncé,COWBOY CARTER,6Y4rniIxibegzsg8cdWAWV,0.726,0.779,4,-5.432,0,0.0551,0.0137,0.000235,0.365,0.539,119.031,audio_features,6Y4rniIxibegzsg8cdWAWV,spotify:track:6Y4rniIxibegzsg8cdWAWV,https://api.spotify.com/v1/tracks/6Y4rniIxibegzsg8cdWAWV,https://api.spotify.com/v1/audio-analysis/6Y4rniIxibegzsg8cdWAWV,240254,4,86,2024
Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr,236133,4,81,2003
LEVII'S JEANS,Beyoncé,COWBOY CARTER,2UDARQiksl207HcSduDpov,0.755,0.43,1,-7.482,1,0.0359,0.302,2.71e-06,0.121,0.325,115.964,audio_features,2UDARQiksl207HcSduDpov,spotify:track:2UDARQiksl207HcSduDpov,https://api.spotify.com/v1/tracks/2UDARQiksl207HcSduDpov,https://api.spotify.com/v1/audio-analysis/2UDARQiksl207HcSduDpov,257699,4,85,2024
16 CARRIAGES,Beyoncé,COWBOY CARTER,7x5ziCOQFir0AQN8dFisK6,0.525,0.456,1,-7.042,1,0.0798,0.382,0.0,0.167,0.342,126.691,audio_features,7x5ziCOQFir0AQN8dFisK6,spotify:track:7x5ziCOQFir0AQN8dFisK6,https://api.spotify.com/v1/tracks/7x5ziCOQFir0AQN8dFisK6,https://api.spotify.com/v1/audio-analysis/7x5ziCOQFir0AQN8dFisK6,227250,4,66,2024
YA YA,Beyoncé,COWBOY CARTER,0K9tfzrxJyCQIf7oAlPwaK,0.617,0.904,11,-5.371,1,0.341,0.317,0.0,0.507,0.764,151.926,audio_features,0K9tfzrxJyCQIf7oAlPwaK,spotify:track:0K9tfzrxJyCQIf7oAlPwaK,https://api.spotify.com/v1/tracks/0K9tfzrxJyCQIf7oAlPwaK,https://api.spotify.com/v1/audio-analysis/0K9tfzrxJyCQIf7oAlPwaK,274766,4,83,2024
